Index|순위|단어|품사|풀이|등급
939|16291|팔03|수|八|A
940|17194|실례하다|동|失禮-|A
941|17283|여섯|수||A
942|17406|육02|수|六|A
943|17461|일곱|수||A
944|18764|삼십|수|三十|A
945|19100|오십|수|五十|A
946|19454|중국어|명|中國語|A
947|19607|칠십|수|七十|A
948|20314|다섯째|관||A
949|20886|사탕02|명|沙糖|A
950|21340|예순|수||A
951|21348|오04|수|五|A
952|24036|십|수|十|A
953|24937|천03|수|千|A
954|27846|쉰|수||A
955|28580|육십|수|六十|A
956|29719|팔십|수|八十|A
957|34841|여덟|수||A
958|49265|아흔|수||A
959|51771|이십|수|二十|A
960|52763|저곳|대||A
961||경복궁|고|景福宮|A
962||경주|고|慶州|A
963||구십|수|九十|A
964||남대문|고|南大門|A
965||남대문시장|고|南大門市場|A
966||독일|고|獨逸|A
967||러시아|고|Russia|A
968||미국|고|美國|A
969||부산|고|釜山|A
970||서울|고||A
971||서울역|고|-驛|A
972||설악산|고|雪嶽山|A
973||영국|고|英國|A
974||인천|고|仁川|A
975||일본|고|日本|A
976||제주도|고|濟州島|A
977||중국|고|中國|A
978||캐나다|고|Canada|A
979||프랑스|고|France|A
980||한강|고|漢江|A
981||한국|고|韓國|A
982||호주|고|濠洲|A
983|18|등05|의|等|B
984|24|대하다02|동|對-|B
985|33|위하다01|동|爲-|B
986|42|사회07|명|社會|B
987|51|따르다01|동|뒤를 ~|B
988|54|그런01|관||B
989|62|데01|의||B
990|65|경우03|명|境遇|B
991|66|중04|의|中|B
992|72|자신01|명|自身|B
993|73|문화01|명|文化|B
994|78|통하다|동|通-|B
995|80|소리01|명||B
996|86|정도11|명|程度|B
997|93|보이다01|동|'보다'의 피동사|B
998|97|지나다|동||B
999|102|인간01|명|人間|B
1000|103|사실04|명|事實|B
1001|109|점10|명|點|B
1002|110|의하다01|동|依-|B
1003|111|시대02|명|時代|B
1004|113|이러하다|형||B
1005|120|세계02|명|世界|B
1006|126|자기04|대|自己|B
1007|128|대통령|명|大統領|B
1008|129|가지04|의|한 ~|B
1009|141|국가01|명|國家|B
1010|146|여성01|명|女性|B
1011|152|관계05|명|關係|B
1012|160|나타나다|동||B
1013|162|지역03|명|地域|B
1014|164|모습01|명||B
1015|168|보이다02|동|'보다'의 사동사|B
1016|171|없이|부||B
1017|177|뿐01|의||B
1018|179|방법|명|方法|B
1019|190|갖다01|동|가지다|B
1020|192|특히|부|特-|B
1021|194|이상05|명|以上|B
1022|198|교육|명|敎育|B
1023|200|경제04|명|經濟|B
1024|205|예술|명|藝術|B
1025|211|결과02|명|結果|B
1026|212|내용02|명|內容|B
1027|217|당신02|대|當身|B
1028|222|느끼다02|동|추위를 ~|B
1029|228|의미02|명|意味|B
1030|230|밝히다|동||B
1031|232|이미01|부||B
1032|234|정치03|명|政治|B
1033|235|국민|명|國民|B
1034|239|연구03|명|硏究|B
1035|245|및|부||B
1036|247|짓다01|동||B
1037|248|또한|부||B
1038|249|이유04|명|理由|B
1039|250|또는|부||B
1040|252|글|명||B
1041|258|세상01|명|世上|B
1042|266|두다01|동||B
1043|267|즉01|부|卽|B
1044|270|이후02|명|以後|B
1045|272|문학01|명|文學|B
1046|275|지방05|명|地方|B
1047|278|최근|명|最近|B
1048|281|환경02|명|環境|B
1049|286|자체02|명|自體|B
1050|290|남다01|동||B
1051|291|부분01|명|部分|B
1052|294|변화|명|變化|B
1053|296|뜻|명||B
1054|299|떨어지다|동||B
1055|301|관하다02|동|關-|B
1056|303|그냥|부||B
1057|304|나누다|동||B
1058|305|이용하다01|동|利用-|B
1059|306|거의01|부||B
1060|308|중심01|명|中心|B
1061|309|활동02|명|活動|B
1062|312|관심01|명|關心|B
1063|313|역시01|부|亦是|B
1064|315|애02|명|아이|B
1065|316|광고02|명|廣告|B
1066|317|나다01|보||B
1067|319|정신12|명|精神|B
1068|320|이르다01|동|도착하다|B
1069|321|땅01|명||B
1070|322|이루다01|동||B
1071|326|두다01|보||B
1072|328|기술01|명|技術|B
1073|329|전체01|명|全體|B
1074|331|얻다01|동||B
1075|334|민족|명|民族|B
1076|335|간10|의|間. 서울과 부산 ~|B
1077|336|조사30|명|調査|B
1078|340|그대로|부||B
1079|343|줄04|의|방법|B
1080|345|년대|의|年代|B
1081|346|과학|명|科學|B
1082|348|자연01|명|自然|B
1083|352|결국|명|結局|B
1084|356|프로그램|명|program|B
1085|359|이루어지다|동||B
1086|361|하루01|명||B
1087|363|적03|의||B
1088|364|터02|의||B
1089|378|맞다01|동|답이 ~|B
1090|380|걸리다01|동|'걸다'의 피동사|B
1091|381|지키다01|동||B
1092|387|바라보다|동||B
1093|391|대부분|명|大部分|B
1094|396|표정03|명|表情|B
1095|398|일부02|명|一部|B
1096|401|느낌|명||B
1097|403|고개01|명|~를 돌리다|B
1098|404|성격02|명|性格|B
1099|406|세기03|명|世紀|B
1100|407|세우다01|동||B
1101|411|현재02|부|現在|B
1102|416|발전01|명|發展|B
1103|419|향하다|동|向-|B
1104|420|관련|명|關聯|B
1105|422|각01|관|各|B
1106|425|분위기|명|雰圍氣|B
1107|426|그러하다|형||B
1108|427|자기04|명|自己|B
1109|430|우선02|부|于先|B
1110|431|믿다|동||B
1111|433|낳다01|동||B
1112|435|정보06|명|情報|B
1113|436|열리다02|동|문이 ~|B
1114|440|만큼|의||B
1115|443|역할|명|役割|B
1116|445|행동|명|行動|B
1117|447|국내02|명|國內|B
1118|452|예08|명|例|B
1119|458|나서다|동||B
1120|459|흐르다01|동||B
1121|461|깊다|형||B
1122|464|모양02|명|模樣|B
1123|468|조건02|명|條件|B
1124|476|넘다01|동||B
1125|480|마을01|명||B
1126|481|어리다03|형|나이가 적다|B
1127|482|대표|명|代表|B
1128|483|가능성|명|可能性|B
1129|484|방향01|명|方向|B
1130|485|대회02|명|大會|B
1131|486|목소리|명||B
1132|491|움직이다|동||B
1133|494|노력01|명|努力|B
1134|496|전혀01|부|全-|B
1135|498|단체02|명|團體|B
1136|500|알려지다|동||B
1137|501|가능하다|형|可能-|B
1138|502|능력02|명|能力|B
1139|503|주장하다01|동|主張-|B
1140|504|자식01|명|子息|B
1141|505|돌리다04|동|팽이를 ~|B
1142|508|모으다|동||B
1143|509|자료03|명|資料|B
1144|516|제품02|명|製品|B
1145|520|사업04|명|事業|B
1146|523|지난해|명||B
1147|524|표현|명|表現|B
1148|528|젊다|형||B
1149|529|동시02|명|同時|B
1150|532|순간03|명|瞬間|B
1151|533|전쟁|명|戰爭|B
1152|538|방송01|명|放送|B
1153|545|마찬가지|명||B
1154|549|과거03|명|過去|B
1155|553|현대01|명|現代|B
1156|555|살펴보다|동||B
1157|557|차이|명|差異|B
1158|558|풀다|동||B
1159|559|시절01|명|時節|B
1160|561|직접|부|直接|B
1161|562|개인02|명|個人|B
1162|563|근데01|부|그런데|B
1163|565|작가01|명|作家|B
1164|566|효과01|명|效果|B
1165|567|불교|명|佛敎|B
1166|568|끌다|동||B
1167|580|마치03|부||B
1168|583|바라다01|동||B
1169|584|강하다02|형|强-|B
1170|585|경험|명|經驗|B
1171|587|최고02|명|最高|B
1172|588|나타내다|동||B
1173|595|다양하다01|형|多樣-|B
1174|603|법01|명|法|B
1175|604|소설03|명|小說|B
1176|607|질서03|명|秩序|B
1177|609|담다01|동|넣다|B
1178|610|모이다01|동||B
1179|611|시민|명|市民|B
1180|612|회장07|명|會長|B
1181|614|스스로|부||B
1182|618|이날|명||B
1183|619|제대로|부||B
1184|621|던지다|동||B
1185|623|공간05|명|空間|B
1186|627|벌이다|동||B
1187|631|강조하다|동|强調-|B
1188|633|맡다01|동|담임을 ~|B
1189|635|한편|부|-便|B
1190|637|기자05|명|記者|B
1191|641|주로01|부|主-|B
1192|642|훨씬|부||B
1193|645|통일02|명|統一|B
1194|646|들어서다|동||B
1195|650|시설03|명|施設|B
1196|654|주변04|명|周邊|B
1197|655|대신03|명|代身|B
1198|658|차례01|명|次例|B
1199|659|군05|명|軍|B
1200|662|재산|명|財産|B
1201|666|약간|부|若干|B
1202|668|요구하다|동|要求-|B
1203|670|첫|관||B
1204|673|사실04|부|事實|B
1205|677|약03|관|約|B
1206|678|기간07|명|期間|B
1207|680|일으키다|동||B
1208|685|공장02|명|工場|B
1209|687|즐기다01|동||B
1210|688|지02|의|만난 ~ 오래되다|B
1211|690|변하다|동|變-|B
1212|691|사고12|명|事故|B
1213|692|그래도|불|그리하여도|B
1214|693|아무리|부||B
1215|694|맞추다01|동||B
1216|695|쌀|명||B
1217|696|일반02|명|一般|B
1218|700|막다01|동||B
1219|704|버리다01|동||B
1220|705|붙이다|동||B
1221|707|늘|부||B
1222|709|전국03|명|全國|B
1223|711|마치다02|동||B
1224|714|도움|명||B
1225|715|가정06|명|家庭|B
1226|717|빠지다02|동|물에 ~|B
1227|721|오늘날|명||B
1228|723|농업|명|農業|B
1229|725|식04|의|式|B
1230|726|의견01|명|意見|B
1231|730|표현하다|동|表現-|B
1232|732|이상하다|형|異常-|B
1233|734|붙다|동||B
1234|739|경기11|명|競技|B
1235|740|목적03|명|目的|B
1236|741|태도03|명|態度|B
1237|742|남성01|명|男性|B
1238|743|주위02|명|周圍|B
1239|745|그만02|부|그 정도까지만|B
1240|746|발생하다|동|發生-|B
1241|749|어쩌다01|동||B
1242|750|재료01|명|材料|B
1243|751|각각01|부|各各|B
1244|753|옮기다|동||B
1245|757|자유03|명|自由|B
1246|758|책임|명|責任|B
1247|759|바뀌다|동||B
1248|761|심하다|형|甚-|B
1249|765|아니02|감||B
1250|767|자라다01|동|커지다|B
1251|769|구체적|명|具體的|B
1252|770|기회03|명|機會|B
1253|773|지구04|명|地球|B
1254|774|번째|의|番-|B
1255|775|소비자|명|消費者|B
1256|779|기준03|명|基準|B
1257|780|말11|의|末|B
1258|781|반드시|부||B
1259|787|받아들이다|동||B
1260|791|꺼내다|동||B
1261|792|노동자|명|勞動者|B
1262|793|동네|명|洞-|B
1263|795|완전히|부|完全-|B
1264|797|전하다|동|傳-|B
1265|800|맞다02|동|손님을 ~|B
1266|801|별로01|부|別-|B
1267|803|정하다03|동|定-|B
1268|808|대중02|명|大衆|B
1269|809|늘어나다|동||B
1270|815|각종|명|各種|B
1271|816|빛|명||B
1272|821|야04|감||B
1273|823|현재02|명|現在|B
1274|826|발견하다01|동|發見-|B
1275|829|특징|명|特徵|B
1276|831|선수05|명|選手|B
1277|833|마련하다|동||B
1278|835|발표하다|동|發表-|B
1279|836|주제04|명|主題|B
1280|842|기본|명|基本|B
1281|844|사라지다|동||B
1282|846|감정06|명|感情|B
1283|847|기억02|명|記憶|B
1284|849|인기01|명|人氣|B
1285|858|관리04|명|管理|B
1286|866|들리다03|동|소리가 ~|B
1287|867|달리다04|동|말을 ~|B
1288|869|이전03|명|以前|B
1289|876|시키다01|동||B
1290|878|국제02|명|國際|B
1291|879|그룹01|명|group|B
1292|880|인생01|명|人生|B
1293|881|전통06|명|傳統|B
1294|882|기르다|동||B
1295|885|조사하다12|동|調査-|B
1296|886|커다랗다|형||B
1297|890|시인10|명|詩人|B
1298|892|외04|의|外|B
1299|895|위치01|명|位置|B
1300|896|줄이다|동||B
1301|898|가격03|명|價格|B
1302|899|달라지다|동||B
1303|903|원하다02|동|願-|B
1304|904|통신01|명|通信|B
1305|905|확인하다|동|確認-|B
1306|906|모임01|명||B
1307|909|웃음|명||B
1308|910|기계07|명|機械|B
1309|911|모양02|의|模樣|B
1310|913|아나운서|명|announcer|B
1311|916|펴다|동||B
1312|921|종교|명|宗敎|B
1313|924|자연스럽다|형|自然-|B
1314|927|돌다|동||B
1315|930|이해06|명|理解|B
1316|936|혹은|부|或-|B
1317|942|편09|의|篇|B
1318|944|노력하다01|동|努力-|B
1319|945|보호01|명|保護|B
1320|948|한편|명|-便|B
1321|951|이웃|명||B
1322|953|공동02|명|共同|B
1323|954|까닭|명||B
1324|960|소녀02|명|少女|B
1325|961|지나가다|동||B
1326|963|상품03|명|商品|B
1327|966|훌륭하다|형||B
1328|968|새로|부||B
1329|973|종류02|명|種類|B
1330|980|키우다|동||B
1331|981|눕다01|동||B
1332|982|발달하다|동|發達-|B
1333|983|발전하다01|동|發展-|B
1334|985|죽음01|명||B
1335|986|고통|명|苦痛|B
1336|989|듯이01|의||B
1337|990|어울리다|동||B
1338|993|알리다|동||B
1339|997|멀리01|부||B
1340|998|빼다01|동|가시를 ~|B
1341|999|예정02|명|豫定|B
1342|1004|흔히|부||B
1343|1011|느껴지다|동||B
1344|1015|전문08|명|專門|B
1345|1016|정확하다01|형|正確-|B
1346|1019|등01|명|신체의 일부|B
1347|1023|찾아오다|동||B
1348|1026|사용04|명|使用|B
1349|1033|결정하다01|동|決定-|B
1350|1034|경영02|명|經營|B
1351|1036|목표|명|目標|B
1352|1038|숲01|명||B
1353|1039|없어지다|동||B
1354|1042|떠오르다|동||B
1355|1044|미치다02|동|닿다|B
1356|1045|새벽01|명||B
1357|1047|얼른02|부||B
1358|1048|임금03|명|賃金|B
1359|1051|무섭다|형||B
1360|1052|직장05|명|職場|B
1361|1053|참다|동||B
1362|1054|크기|명||B
1363|1056|남기다|동||B
1364|1057|서양|명|西洋|B
1365|1058|주요01|명|主要|B
1366|1059|지나치다|형||B
1367|1061|냄새|명||B
1368|1062|부드럽다|형||B
1369|1067|공연02|명|公演|B
1370|1069|내놓다|동||B
1371|1070|떼다01|동||B
1372|1071|만들어지다|동||B
1373|1072|속도01|명|速度|B
1374|1073|심각하다02|형|深刻-|B
1375|1075|계속되다02|동|繼續-|B
1376|1078|소년01|명|少年|B
1377|1079|소식04|명|消息|B
1378|1085|그중|명|-中|B
1379|1086|노인01|명|老人|B
1380|1087|벌다02|동|돈을 ~|B
1381|1088|살리다|동||B
1382|1092|결정01|명|決定|B
1383|1098|썰다01|동||B
1384|1100|이미지|명|image|B
1385|1105|업무02|명|業務|B
1386|1108|청소년|명|靑少年|B
1387|1110|응01|감||B
1388|1111|이기다01|동|적에게 ~|B
1389|1112|찾아보다|동||B
1390|1113|취하다01|동|取-|B
1391|1122|선배|명|先輩|B
1392|1125|구하다01|동|求-|B
1393|1127|그러므로|부||B
1394|1128|포함하다02|동|包含-|B
1395|1134|만약|명|萬若|B
1396|1135|바르다03|형|굽은 데가 없다|B
1397|1137|숨01|명||B
1398|1138|행사01|명|行事|B
1399|1142|왕04|명|王|B
1400|1143|점점01|부|漸漸|B
1401|1145|특별|명|特別|B
1402|1146|판단|명|判斷|B
1403|1147|해결하다|동|解決-|B
1404|1149|계속하다03|동|繼續-|B
1405|1150|그치다|동||B
1406|1152|너무나|부||B
1407|1153|높이다|동||B
1408|1159|막02|부|마구|B
1409|1161|수출03|명|輸出|B
1410|1166|자르다01|동||B
1411|1167|데리다|동||B
1412|1169|무척01|부||B
1413|1170|비용03|명|費用|B
1414|1172|옳다01|형||B
1415|1173|원래01|명|元來|B
1416|1175|최초|명|最初|B
1417|1177|놀이01|명||B
1418|1179|뿌리|명||B
1419|1180|수입02|명|輸入|B
1420|1181|초03|의|初|B
1421|1187|직원03|명|職員|B
1422|1192|상대04|명|相對|B
1423|1194|피부02|명|皮膚|B
1424|1196|가득01|부|~ 차다|B
1425|1199|벽06|명|壁|B
1426|1200|장군04|명|將軍|B
1427|1201|무역02|명|貿易|B
1428|1205|줄01|명|~로 감다|B
1429|1206|쳐다보다|동||B
1430|1207|충분히|부|充分-|B
1431|1208|대15|의|臺|B
1432|1209|신체02|명|身體|B
1433|1210|에너지|명|energy|B
1434|1212|정리하다|동|整理-|B
1435|1213|집안01|명||B
1436|1214|배경01|명|背景|B
1437|1215|죽이다01|동|굶겨 ~|B
1438|1217|단순하다|형|單純-|B
1439|1218|반대03|명|反對|B
1440|1220|빠지다01|동|머리가 ~|B
1441|1227|푸르다|형||B
1442|1228|걔|불|그 아이|B
1443|1231|발표01|명|發表|B
1444|1234|흔들다|동||B
1445|1235|기초06|명|基礎|B
1446|1237|드라마|명|drama|B
1447|1238|뽑다|동||B
1448|1242|미리01|부||B
1449|1243|부족하다|형|不足-|B
1450|1245|저희01|대||B
1451|1246|진행되다|동|進行-|B
1452|1252|법01|의|法|B
1453|1254|오랜|관||B
1454|1255|젊은이|명||B
1455|1259|과제04|명|課題|B
1456|1261|기록하다|동|記錄-|B
1457|1262|다가오다|동||B
1458|1266|종합|명|綜合|B
1459|1269|개발하다|동|開發-|B
1460|1271|떨다01|동||B
1461|1277|자04|감||B
1462|1278|자유롭다|형|自由-|B
1463|1279|적극적|명|積極的|B
1464|1280|판매|명|販賣|B
1465|1283|길이01|명||B
1466|1285|점차02|부|漸次|B
1467|1286|톤01|의|ton|B
1468|1288|관련되다|동|關聯-|B
1469|1290|나머지|명||B
1470|1298|미래02|명|未來|B
1471|1302|인구01|명|人口|B
1472|1303|기대하다|동|期待-|B
1473|1308|흘리다|동||B
1474|1310|주인공|명|主人公|B
1475|1311|당연하다01|형|當然-|B
1476|1313|따로|부||B
1477|1315|빌리다|동||B
1478|1318|형님|명|兄-|B
1479|1319|놓이다|동||B
1480|1320|당장02|명|當場|B
1481|1321|무렵|의||B
1482|1323|사물10|명|事物|B
1483|1324|일반적|명|一般的|B
1484|1326|곱다02|형|아름답다|B
1485|1327|바닥01|명||B
1486|1329|새끼02|명|자식~|B
1487|1330|생각되다|동||B
1488|1331|서비스|명|service|B
1489|1332|선택하다|동|選擇-|B
1490|1333|심다01|동||B
1491|1336|간단하다02|형|簡單-|B
1492|1340|스스로|명||B
1493|1341|견디다|동||B
1494|1342|기사10|명|記事|B
1495|1344|막히다|동||B
1496|1348|뿌리다|동||B
1497|1354|어쩌면|부||B
1498|1357|비밀|명|秘密|B
1499|1363|아까|부||B
1500|1364|알맞다|형||B
1501|1366|희다|형||B
1502|1367|가리키다01|동||B
1503|1368|모시다|동||B
1504|1369|발달|명|發達|B
1505|1370|수많다|형|數-|B
1506|1371|잘못|명||B
1507|1373|평화02|명|平和|B
1508|1374|공사02|명|工事|B
1509|1375|돌02|명|~멩이|B
1510|1377|박사01|명|博士|B
1511|1379|전문가|명|專門家|B
1512|1380|단지04|부|但只|B
1513|1382|무용03|명|舞踊|B
1514|1383|불리다04|동|'부르다'의 피동사|B
1515|1384|싸움|명||B
1516|1385|자꾸01|부||B
1517|1386|차리다|동||B
1518|1387|해외|명|海外|B
1519|1388|그리02|부|그러한 모양|B
1520|1389|뜨다01|동|솟아오르다|B
1521|1391|미소05|명|微笑|B
1522|1394|의미하다02|동|意味-|B
1523|1396|체육|명|體育|B
1524|1399|땀01|명||B
1525|1402|잘되다|동||B
1526|1411|쌓이다|동||B
1527|1412|이익02|명|利益|B
1528|1413|쥐다01|동|주먹을 ~|B
1529|1415|게다가|부||B
1530|1416|끓이다01|동||B
1531|1417|논문|명|論文|B
1532|1418|멈추다|동||B
1533|1419|사용되다|동|使用-|B
1534|1420|오랫동안|명||B
1535|1424|찾아가다|동||B
1536|1427|늘다01|동||B
1537|1428|양20|명|量|B
1538|1431|진짜|부|眞-|B
1539|1433|공기06|명|空氣|B
1540|1434|닿다01|동||B
1541|1435|물론01|명|勿論|B
1542|1436|속하다02|동|屬-|B
1543|1437|올림픽|명|Olympic|B
1544|1438|이외01|명|以外|B
1545|1440|제공하다02|동|提供-|B
1546|1442|기대03|명|期待|B
1547|1444|식물02|명|植物|B
1548|1445|옛01|관||B
1549|1447|적어도|부||B
1550|1449|편하다|형|便-|B
1551|1455|어려움|명||B
1552|1462|분명히|부|分明-|B
1553|1464|아무것|명||B
1554|1465|온01|관||B
1555|1466|젖다01|동||B
1556|1468|최대|명|最大|B
1557|1469|평소|명|平素|B
1558|1472|농사01|명|農事|B
1559|1473|더구나01|부||B
1560|1475|어둠|명||B
1561|1476|어둡다|형||B
1562|1478|주택|명|住宅|B
1563|1480|고장01|명|지역|B
1564|1481|관련하다|동|關聯-|B
1565|1485|밀다01|동||B
1566|1487|음01|감||B
1567|1490|고려하다01|동|考慮-|B
1568|1493|농촌|명|農村|B
1569|1494|올라오다|동||B
1570|1495|챙기다|동||B
